LAST SEEN             TYPE      REASON                   OBJECT                                  MESSAGE
23m                   Normal    Started                  Pod/cilium-wjwc6                        Started container mount-cgroup
23m                   Normal    Started                  Pod/cilium-b6dm9                        Started container mount-cgroup
23m                   Normal    Pulled                   Pod/cilium-sbmzp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Created                  Pod/cilium-sbmzp                        Created container config
23m                   Normal    Started                  Pod/cilium-sbmzp                        Started container config
23m                   Normal    Pulled                   Pod/cilium-xvfkh                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Pulled                   Pod/cilium-mfswt                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Pulled                   Pod/cilium-b6dm9                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Started                  Pod/cilium-mfswt                        Started container mount-cgroup
23m                   Normal    Created                  Pod/cilium-mfswt                        Created container mount-cgroup
23m                   Normal    Pulled                   Pod/cilium-mfswt                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Started                  Pod/cilium-lh9pm                        Started container apply-sysctl-overwrites
23m                   Normal    Created                  Pod/cilium-lh9pm                        Created container apply-sysctl-overwrites
23m                   Normal    Pulled                   Pod/cilium-s2f67                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Started                  Pod/cilium-sbmzp                        Started container mount-cgroup
23m                   Normal    Created                  Pod/cilium-sbmzp                        Created container mount-cgroup
23m                   Normal    Pulled                   Pod/cilium-sbmzp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Created                  Pod/cilium-s2f67                        Created container mount-cgroup
23m                   Normal    Started                  Pod/cilium-wjwc6                        Started container apply-sysctl-overwrites
23m                   Normal    Created                  Pod/cilium-wjwc6                        Created container apply-sysctl-overwrites
23m                   Normal    Pulled                   Pod/cilium-wjwc6                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Started                  Pod/cilium-s2f67                        Started container mount-cgroup
23m                   Normal    Pulled                   Pod/cilium-xvfkh                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Created                  Pod/cilium-xvfkh                        Created container mount-cgroup
23m                   Normal    Started                  Pod/cilium-xvfkh                        Started container mount-cgroup
23m                   Normal    Pulled                   Pod/cilium-lh9pm                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Pulled                   Pod/cilium-2j76h                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Created                  Pod/cilium-2j76h                        Created container mount-cgroup
23m                   Normal    Started                  Pod/cilium-b6dm9                        Started container apply-sysctl-overwrites
23m                   Normal    Created                  Pod/cilium-b6dm9                        Created container apply-sysctl-overwrites
23m                   Normal    Started                  Pod/cilium-2j76h                        Started container mount-cgroup
23m                   Normal    Started                  Pod/cilium-68w9f                        Started container mount-cgroup
23m                   Normal    Created                  Pod/cilium-68w9f                        Created container mount-cgroup
23m                   Normal    Pulled                   Pod/cilium-68w9f                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Started                  Pod/cilium-lh9pm                        Started container mount-bpf-fs
23m                   Normal    Pulled                   Pod/cilium-s2f67                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Pulled                   Pod/cilium-2j76h                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Pulled                   Pod/cilium-68w9f                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Created                  Pod/cilium-68w9f                        Created container apply-sysctl-overwrites
23m                   Normal    Started                  Pod/cilium-68w9f                        Started container apply-sysctl-overwrites
23m                   Normal    Started                  Pod/cilium-xvfkh                        Started container apply-sysctl-overwrites
23m                   Normal    Created                  Pod/cilium-xvfkh                        Created container apply-sysctl-overwrites
23m                   Normal    Pulled                   Pod/cilium-xvfkh                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Pulled                   Pod/cilium-b6dm9                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Created                  Pod/cilium-b6dm9                        Created container mount-bpf-fs
23m                   Normal    Started                  Pod/cilium-s2f67                        Started container apply-sysctl-overwrites
23m                   Normal    Created                  Pod/cilium-s2f67                        Created container apply-sysctl-overwrites
23m                   Normal    Created                  Pod/cilium-2j76h                        Created container apply-sysctl-overwrites
23m                   Normal    Started                  Pod/cilium-2j76h                        Started container apply-sysctl-overwrites
23m                   Normal    Pulled                   Pod/cilium-wjwc6                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Pulled                   Pod/cilium-sbmzp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Created                  Pod/cilium-sbmzp                        Created container apply-sysctl-overwrites
23m                   Normal    Started                  Pod/cilium-sbmzp                        Started container apply-sysctl-overwrites
23m                   Normal    Pulled                   Pod/cilium-lh9pm                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Started                  Pod/cilium-b6dm9                        Started container mount-bpf-fs
23m                   Normal    Created                  Pod/cilium-lh9pm                        Created container mount-bpf-fs
23m                   Normal    Created                  Pod/cilium-wjwc6                        Created container mount-bpf-fs
23m                   Normal    Started                  Pod/cilium-wjwc6                        Started container mount-bpf-fs
23m                   Normal    Started                  Pod/cilium-mfswt                        Started container apply-sysctl-overwrites
23m                   Normal    Created                  Pod/cilium-mfswt                        Created container apply-sysctl-overwrites
23m                   Normal    Pulled                   Pod/cilium-mfswt                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Pulled                   Pod/cilium-sbmzp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Started                  Pod/cilium-wjwc6                        Started container clean-cilium-state
23m                   Normal    Created                  Pod/cilium-mfswt                        Created container mount-bpf-fs
23m                   Normal    Started                  Pod/cilium-mfswt                        Started container mount-bpf-fs
23m                   Normal    Pulled                   Pod/cilium-68w9f                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Started                  Pod/cilium-lh9pm                        Started container clean-cilium-state
23m                   Normal    Created                  Pod/cilium-lh9pm                        Created container clean-cilium-state
23m                   Normal    Pulled                   Pod/cilium-mfswt                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Pulled                   Pod/cilium-xvfkh                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Pulled                   Pod/cilium-b6dm9                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Started                  Pod/cilium-b6dm9                        Started container clean-cilium-state
23m                   Normal    Created                  Pod/cilium-xvfkh                        Created container mount-bpf-fs
23m                   Normal    Started                  Pod/cilium-xvfkh                        Started container mount-bpf-fs
23m                   Normal    Pulled                   Pod/cilium-lh9pm                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Created                  Pod/cilium-68w9f                        Created container mount-bpf-fs
23m                   Normal    Started                  Pod/cilium-sbmzp                        Started container mount-bpf-fs
23m                   Normal    Created                  Pod/cilium-sbmzp                        Created container mount-bpf-fs
23m                   Normal    Created                  Pod/cilium-b6dm9                        Created container clean-cilium-state
23m                   Normal    Pulled                   Pod/cilium-2j76h                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Created                  Pod/cilium-2j76h                        Created container mount-bpf-fs
23m                   Normal    Started                  Pod/cilium-2j76h                        Started container mount-bpf-fs
23m                   Normal    Started                  Pod/cilium-68w9f                        Started container mount-bpf-fs
23m                   Normal    Started                  Pod/cilium-s2f67                        Started container mount-bpf-fs
23m                   Normal    Created                  Pod/cilium-s2f67                        Created container mount-bpf-fs
23m                   Normal    Pulled                   Pod/cilium-s2f67                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Pulled                   Pod/cilium-wjwc6                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Created                  Pod/cilium-wjwc6                        Created container clean-cilium-state
23m                   Normal    Created                  Pod/cilium-s2f67                        Created container clean-cilium-state
23m                   Normal    Started                  Pod/cilium-68w9f                        Started container clean-cilium-state
23m                   Normal    Created                  Pod/cilium-b6dm9                        Created container install-cni-binaries
23m                   Normal    Created                  Pod/cilium-lh9pm                        Created container install-cni-binaries
23m                   Normal    Pulled                   Pod/cilium-lh9pm                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Started                  Pod/cilium-mfswt                        Started container clean-cilium-state
23m                   Normal    Created                  Pod/cilium-mfswt                        Created container clean-cilium-state
23m                   Normal    Pulled                   Pod/cilium-s2f67                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Pulled                   Pod/cilium-b6dm9                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Started                  Pod/cilium-s2f67                        Started container clean-cilium-state
23m                   Normal    Pulled                   Pod/cilium-xvfkh                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Created                  Pod/cilium-xvfkh                        Created container clean-cilium-state
23m                   Normal    Started                  Pod/cilium-sbmzp                        Started container clean-cilium-state
23m                   Normal    Started                  Pod/cilium-b6dm9                        Started container install-cni-binaries
23m                   Normal    Created                  Pod/cilium-68w9f                        Created container clean-cilium-state
23m                   Normal    Pulled                   Pod/cilium-68w9f                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Pulled                   Pod/cilium-mfswt                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Created                  Pod/cilium-sbmzp                        Created container clean-cilium-state
23m                   Normal    Pulled                   Pod/cilium-sbmzp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Started                  Pod/cilium-xvfkh                        Started container clean-cilium-state
23m                   Normal    Started                  Pod/cilium-2j76h                        Started container clean-cilium-state
23m                   Normal    Created                  Pod/cilium-2j76h                        Created container clean-cilium-state
23m                   Normal    Pulled                   Pod/cilium-2j76h                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Pulled                   Pod/cilium-wjwc6                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Created                  Pod/cilium-wjwc6                        Created container install-cni-binaries
23m                   Normal    Started                  Pod/cilium-s2f67                        Started container install-cni-binaries
23m                   Normal    Started                  Pod/cilium-wjwc6                        Started container install-cni-binaries
23m                   Normal    Created                  Pod/cilium-xvfkh                        Created container install-cni-binaries
23m                   Normal    Pulled                   Pod/cilium-xvfkh                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Pulled                   Pod/cilium-2j76h                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Created                  Pod/cilium-2j76h                        Created container install-cni-binaries
23m                   Normal    Started                  Pod/cilium-2j76h                        Started container install-cni-binaries
23m                   Normal    Started                  Pod/cilium-mfswt                        Started container install-cni-binaries
23m                   Normal    Pulled                   Pod/cilium-sbmzp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Created                  Pod/cilium-sbmzp                        Created container install-cni-binaries
23m                   Normal    Started                  Pod/cilium-sbmzp                        Started container install-cni-binaries
23m                   Normal    Created                  Pod/cilium-s2f67                        Created container install-cni-binaries
23m                   Normal    Pulled                   Pod/cilium-s2f67                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Pulled                   Pod/cilium-68w9f                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Created                  Pod/cilium-68w9f                        Created container install-cni-binaries
23m                   Normal    Pulled                   Pod/cilium-mfswt                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Normal    Started                  Pod/cilium-xvfkh                        Started container install-cni-binaries
23m                   Normal    Started                  Pod/cilium-lh9pm                        Started container install-cni-binaries
23m                   Normal    Started                  Pod/cilium-68w9f                        Started container install-cni-binaries
23m                   Normal    Created                  Pod/cilium-mfswt                        Created container install-cni-binaries
23m (x2 over 23m)     Normal    Started                  Pod/cilium-wjwc6                        Started container cilium-agent
23m (x2 over 23m)     Normal    Created                  Pod/cilium-wjwc6                        Created container cilium-agent
23m (x2 over 23m)     Normal    Pulled                   Pod/cilium-wjwc6                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m (x2 over 23m)     Normal    Started                  Pod/cilium-b6dm9                        Started container cilium-agent
23m (x2 over 23m)     Normal    Created                  Pod/cilium-b6dm9                        Created container cilium-agent
23m (x2 over 23m)     Normal    Pulled                   Pod/cilium-b6dm9                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m (x2 over 23m)     Normal    Pulled                   Pod/cilium-lh9pm                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m (x2 over 23m)     Normal    Created                  Pod/cilium-lh9pm                        Created container cilium-agent
23m (x2 over 23m)     Normal    Started                  Pod/cilium-lh9pm                        Started container cilium-agent
23m (x2 over 23m)     Normal    Created                  Pod/cilium-2j76h                        Created container cilium-agent
23m (x2 over 23m)     Normal    Started                  Pod/cilium-xvfkh                        Started container cilium-agent
23m (x2 over 23m)     Normal    Pulled                   Pod/cilium-s2f67                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m (x2 over 23m)     Normal    Created                  Pod/cilium-s2f67                        Created container cilium-agent
23m (x2 over 23m)     Normal    Started                  Pod/cilium-s2f67                        Started container cilium-agent
23m (x2 over 23m)     Normal    Started                  Pod/cilium-sbmzp                        Started container cilium-agent
23m (x2 over 23m)     Normal    Created                  Pod/cilium-sbmzp                        Created container cilium-agent
23m (x2 over 23m)     Normal    Started                  Pod/cilium-2j76h                        Started container cilium-agent
23m                   Warning   BackOff                  Pod/cilium-b6dm9                        Back-off restarting failed container cilium-agent in pod cilium-b6dm9_kube-system(575b4b1e-777a-4b85-bbb7-e35f6e43e6f0)
23m (x2 over 23m)     Normal    Pulled                   Pod/cilium-mfswt                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m (x2 over 23m)     Normal    Started                  Pod/cilium-68w9f                        Started container cilium-agent
23m (x2 over 23m)     Normal    Created                  Pod/cilium-68w9f                        Created container cilium-agent
23m (x2 over 23m)     Normal    Pulled                   Pod/cilium-68w9f                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m (x2 over 23m)     Normal    Created                  Pod/cilium-mfswt                        Created container cilium-agent
23m (x2 over 23m)     Normal    Pulled                   Pod/cilium-2j76h                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Warning   BackOff                  Pod/cilium-wjwc6                        Back-off restarting failed container cilium-agent in pod cilium-wjwc6_kube-system(b4c0cf24-bf81-4554-99b2-76aae74072cd)
23m                   Warning   BackOff                  Pod/cilium-lh9pm                        Back-off restarting failed container cilium-agent in pod cilium-lh9pm_kube-system(1cc9c2c6-b2d7-43f8-ab9a-51f09ea08b54)
23m (x2 over 23m)     Normal    Created                  Pod/cilium-xvfkh                        Created container cilium-agent
23m (x2 over 23m)     Normal    Pulled                   Pod/cilium-xvfkh                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m (x2 over 23m)     Normal    Started                  Pod/cilium-mfswt                        Started container cilium-agent
23m (x2 over 23m)     Normal    Pulled                   Pod/cilium-sbmzp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
23m                   Warning   BackOff                  Pod/cilium-mfswt                        Back-off restarting failed container cilium-agent in pod cilium-mfswt_kube-system(5878c1e2-104a-448f-92e3-3e3226539ea6)
23m                   Warning   BackOff                  Pod/cilium-xvfkh                        Back-off restarting failed container cilium-agent in pod cilium-xvfkh_kube-system(8a4a0ad9-c52f-4f9b-bb3e-60c74551a7a7)
23m                   Warning   BackOff                  Pod/cilium-68w9f                        Back-off restarting failed container cilium-agent in pod cilium-68w9f_kube-system(eca5e176-59ae-4bf8-8ac9-9f20699cb29b)
23m                   Warning   BackOff                  Pod/cilium-2j76h                        Back-off restarting failed container cilium-agent in pod cilium-2j76h_kube-system(400fea3a-be0a-492f-b4ca-195467c56200)
23m                   Warning   BackOff                  Pod/cilium-s2f67                        Back-off restarting failed container cilium-agent in pod cilium-s2f67_kube-system(7e1e6829-93f6-417a-be20-52721d5ab04b)
23m                   Warning   BackOff                  Pod/cilium-sbmzp                        Back-off restarting failed container cilium-agent in pod cilium-sbmzp_kube-system(26595914-dc20-44f9-8e09-7e820e1875d4)
23m (x25 over 57m)    Warning   Unhealthy                Pod/hubble-relay-5857dc6b44-5bgpw       Liveness probe failed: service unhealthy (responded with "NOT_SERVING")
20m                   Normal    SuccessfulCreate         ReplicaSet/cilium-operator-5bd5fbd99d   Created pod: cilium-operator-5bd5fbd99d-8qf84
20m (x46 over 49m)    Normal    SuccessfulCreate         DaemonSet/cilium                        (combined from similar events): Created pod: cilium-2lw7f
20m                   Normal    Killing                  Pod/cilium-operator-5bd5fbd99d-cnskb    Stopping container cilium-operator
20m                   Normal    Created                  Pod/cilium-n5vps                        Created container config
20m                   Normal    Pulled                   Pod/cilium-krkrv                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Created                  Pod/cilium-847cp                        Created container config
20m                   Normal    Started                  Pod/cilium-847cp                        Started container config
20m                   Normal    Pulled                   Pod/cilium-847cp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Created                  Pod/cilium-2lw7f                        Created container config
20m                   Normal    Started                  Pod/cilium-2lw7f                        Started container config
20m                   Normal    Started                  Pod/cilium-p6cjj                        Started container config
20m                   Normal    Pulled                   Pod/cilium-operator-5bd5fbd99d-8qf84    Container image "quay.io/cilium/operator-generic:v1.18.2@sha256:cb4e4ffc5789fd5ff6a534e3b1460623df61cba00f5ea1c7b40153b5efb81805" already present on machine
20m                   Normal    Created                  Pod/cilium-operator-5bd5fbd99d-8qf84    Created container cilium-operator
20m                   Normal    Started                  Pod/cilium-operator-5bd5fbd99d-8qf84    Started container cilium-operator
20m                   Normal    Created                  Pod/cilium-p6cjj                        Created container config
20m                   Normal    Pulled                   Pod/cilium-p6cjj                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Pulled                   Pod/cilium-n5vps                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Created                  Pod/cilium-xr2sg                        Created container config
20m                   Normal    Pulled                   Pod/cilium-xr2sg                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Started                  Pod/cilium-847cp                        Started container mount-cgroup
20m                   Normal    Created                  Pod/cilium-krkrv                        Created container mount-cgroup
20m                   Normal    Pulled                   Pod/cilium-2lw7f                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Created                  Pod/cilium-2lw7f                        Created container mount-cgroup
20m                   Normal    Started                  Pod/cilium-n5vps                        Started container config
20m                   Normal    Started                  Pod/cilium-xr2sg                        Started container config
20m                   Normal    Started                  Pod/cilium-plzx5                        Started container config
20m                   Normal    Created                  Pod/cilium-847cp                        Created container mount-cgroup
20m                   Normal    Created                  Pod/cilium-plzx5                        Created container config
20m                   Normal    Pulled                   Pod/cilium-847cp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Pulled                   Pod/cilium-plzx5                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Pulled                   Pod/cilium-j5t7r                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Started                  Pod/cilium-9pjx9                        Started container config
20m                   Normal    Created                  Pod/cilium-j5t7r                        Created container config
20m                   Normal    Pulled                   Pod/cilium-2lw7f                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Created                  Pod/cilium-9pjx9                        Created container config
20m                   Normal    Pulled                   Pod/cilium-9pjx9                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Started                  Pod/cilium-j5t7r                        Started container config
20m                   Normal    Pulled                   Pod/cilium-krkrv                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Started                  Pod/cilium-krkrv                        Started container config
20m                   Normal    Created                  Pod/cilium-krkrv                        Created container config
20m                   Normal    Scheduled                Pod/cilium-operator-5bd5fbd99d-8qf84    Successfully assigned kube-system/cilium-operator-5bd5fbd99d-8qf84 to robotics-dev-worker2
20m                   Normal    Scheduled                Pod/cilium-2lw7f                        Successfully assigned kube-system/cilium-2lw7f to robotics-dev-worker
20m                   Normal    Scheduled                Pod/cilium-j5t7r                        Successfully assigned kube-system/cilium-j5t7r to robotics-dev-worker4
20m                   Normal    Scheduled                Pod/cilium-9pjx9                        Successfully assigned kube-system/cilium-9pjx9 to robotics-dev-worker2
20m                   Normal    Scheduled                Pod/cilium-plzx5                        Successfully assigned kube-system/cilium-plzx5 to robotics-dev-worker5
20m                   Normal    Scheduled                Pod/cilium-xr2sg                        Successfully assigned kube-system/cilium-xr2sg to robotics-dev-worker3
